id,name,date_created,lat,lng,notification_type,geo_event_id,first_evac_time,lead_time_minutes,response_bucket,west_coast,hour,month,state,country
23496,Veterans Fire,2024-06-27 22:21:21.473575+00:00,40.47970231942927,-122.54529194007154,normal,23496.0,2024-06-27 23:17:39.561212+00:00,56.30146061666667,15-60 min,True,22,6,California,US
23503,Vegetation Fire,2024-06-27 22:47:13.016089+00:00,47.189654,-119.3565309,normal,23503.0,2024-06-27 22:50:35.316074+00:00,3.3716664166666663,0-15 min,True,22,6,Washington,US
23731,Creek Fire,2024-06-29 22:29:08.751717+00:00,38.89573101399911,-120.9304665798091,normal,23731.0,2024-06-29 23:47:05.789705+00:00,77.95063313333334,1-3 hours,True,22,6,California,US
23748,Donkey Fire,2024-06-30 00:35:36.991959+00:00,38.793704,-122.541661,normal,23748.0,2024-06-30 01:05:29.411909+00:00,29.873665833333334,15-60 min,True,0,6,California,US
23831,Central Fire,2024-06-30 22:58:07.331542+00:00,37.41792,-113.62117,normal,23831.0,2024-06-30 23:52:49.905939+00:00,54.709573283333334,15-60 min,False,22,6,Utah,US
23877,Creek Fire,2024-07-01 04:25:56.195904+00:00,34.33412,-118.34286,silent,23877.0,2024-07-01 04:31:16.152594+00:00,5.3326115,0-15 min,True,4,7,California,US
23965,McCain Fire,2024-07-01 22:53:18.233669+00:00,32.66083968007234,-116.23005629721638,normal,23965.0,2024-07-01 23:11:45.850329+00:00,18.460277666666666,15-60 min,True,22,7,Baja California,MX
23968,Hillman / Marble Fire,2024-07-01 23:11:23.508071+00:00,46.6167,-120.681617,normal,23968.0,2024-07-01 23:26:48.085229+00:00,15.409619300000001,15-60 min,True,23,7,Washington,US
24031,Toll Fire,2024-07-02 16:46:55.674874+00:00,38.63765318863983,-122.58616344151044,normal,24031.0,2024-07-02 18:27:13.339259+00:00,100.29440641666666,1-3 hours,True,16,7,California,US
24046,Thompson Fire,2024-07-02 18:01:41.108413+00:00,39.540031967470526,-121.54689728111865,normal,24046.0,2024-07-02 18:37:44.171212+00:00,36.051046649999996,15-60 min,True,18,7,California,US
24079,Moccasin Fire,2024-07-02 21:11:19.153182+00:00,38.636935901643,-120.77780840391743,normal,24079.0,2024-07-02 21:52:23.863341+00:00,41.078502650000004,15-60 min,True,21,7,California,US
24107,Sisson Fire,2024-07-02 23:46:17.785668+00:00,39.015295,-121.129097,normal,24107.0,2024-07-03 01:06:08.784504+00:00,79.8499806,1-3 hours,True,23,7,California,US
24158,Joe Barker Fire,2024-07-03 14:49:53.875281+00:00,46.568310060888535,-118.2709034958281,normal,24158.0,2024-07-03 23:59:28.196622+00:00,549.57202235,3+ hours,True,14,7,Washington,US
24191,Shelly Fire,2024-07-03 20:40:16.656466+00:00,41.45630986077941,-123.0653495370032,normal,24191.0,2024-07-07 05:10:05.377748+00:00,4829.812021366667,3+ hours,True,20,7,California,US
24199,Sharp Fire,2024-07-03 20:54:58.107196+00:00,34.293796,-118.741484,normal,24199.0,2024-07-03 21:36:08.490488+00:00,41.17305486666667,15-60 min,True,20,7,California,US
24206,Orchard Fire,2024-07-03 21:28:07.650839+00:00,35.109713,-118.396668,normal,24206.0,2024-07-03 22:13:44.872380+00:00,45.62035901666666,15-60 min,True,21,7,California,US
24216,Adams Fire,2024-07-03 22:10:20.876621+00:00,38.909485248475335,-122.60983641506743,normal,24216.0,2024-07-03 22:28:54.667725+00:00,18.563185066666666,15-60 min,True,22,7,California,US
24220,Watt Fire,2024-07-03 22:25:51.188016+00:00,38.7361305,-121.3925679,normal,24220.0,2024-07-03 23:22:36.834611+00:00,56.76077658333334,15-60 min,True,22,7,California,US
24224,Grubbs Fire,2024-07-03 22:50:14.321792+00:00,39.43500079999998,-121.5076353,normal,24224.0,2024-07-03 23:36:04.198889+00:00,45.831284950000004,15-60 min,True,22,7,California,US
24229,Basler Fire,2024-07-03 23:02:47.785706+00:00,40.2763623,-122.4129717,normal,24229.0,2024-07-03 23:35:42.370272+00:00,32.90974276666667,15-60 min,True,23,7,California,US
24234,Olinda Fire,2024-07-03 23:28:21.362601+00:00,40.43907397314206,-122.41259761679576,normal,24234.0,2024-07-04 00:02:41.477883+00:00,34.3352547,15-60 min,True,23,7,California,US
24280,Fort Fire,2024-07-04 04:22:05.725184+00:00,41.86075,-123.267967,normal,24280.0,2024-07-04 04:30:52.617328+00:00,8.781535733333333,0-15 min,True,4,7,California,US
24365,Deer Fire,2024-07-04 21:11:11.130134+00:00,40.1999906,-122.3028009,normal,24365.0,2024-07-04 21:27:27.188887+00:00,16.267645883333334,15-60 min,True,21,7,California,US
24378,Sand Flat Fire,2024-07-04 21:56:08.495180+00:00,48.420296,-119.4950254,normal,24378.0,2024-07-04 21:57:41.030731+00:00,1.5422591833333332,0-15 min,True,21,7,Washington,US
24427,French Fire,2024-07-05 01:06:02.007968+00:00,37.5174877307835,-119.98582549745154,normal,24427.0,2024-07-05 02:25:10.139201+00:00,79.13552055,1-3 hours,True,1,7,California,US
24430,Daisy Fire,2024-07-05 01:12:27.708835+00:00,48.34978463692213,-118.16151661615692,normal,24430.0,2024-07-05 03:22:46.737659+00:00,130.31714706666668,1-3 hours,True,1,7,Washington,US
24570,Thorp Road Fire,2024-07-05 06:26:23.883446+00:00,46.53665613512777,-120.44654255029651,normal,24570.0,2024-07-05 06:33:19.948123+00:00,6.934411283333334,0-15 min,True,6,7,Washington,US
24587,Balsam Root Fire,2024-07-05 07:15:34.720786+00:00,47.460396,-120.356705,normal,24587.0,2024-07-05 12:11:13.174294+00:00,295.64089179999996,3+ hours,True,7,7,Washington,US
24665,Dersch Fire,2024-07-05 18:08:37.612559+00:00,40.47528917143492,-122.08507294314212,normal,24665.0,2024-07-05 18:44:12.788302+00:00,35.58626238333333,15-60 min,True,18,7,California,US
24722,Hills Fire,2024-07-05 21:32:40.158737+00:00,33.757839,-117.112942,normal,24722.0,2024-07-05 22:43:28.534082+00:00,70.80625575,1-3 hours,True,21,7,California,US
24741,Lake Fire,2024-07-05 22:53:28.595748+00:00,34.78331454716347,-120.0441098392824,normal,24741.0,2024-07-06 04:07:21.690502+00:00,313.8849125666667,3+ hours,True,22,7,California,US
24855,Beehive Fire,2024-07-06 19:36:49.087168+00:00,47.322803,-120.39551,normal,24855.0,2024-07-06 20:18:58.032826+00:00,42.1490943,15-60 min,True,19,7,Washington,US
24876,McCaffery Fire,2024-07-06 21:10:39.893034+00:00,44.24872303239445,-121.12743282236669,normal,24876.0,2024-07-06 21:55:37.645664+00:00,44.962543833333335,15-60 min,True,21,7,Oregon,US
24878,Pay Fire,2024-07-06 21:16:35.378307+00:00,38.7196644283531,-120.76887243140207,normal,24878.0,2024-07-06 22:10:57.764922+00:00,54.373110249999996,15-60 min,True,21,7,California,US
24887,Cahuilla Fire,2024-07-06 21:57:38.357698+00:00,34.5441153,-117.1302272,normal,24887.0,2024-07-06 22:48:19.047138+00:00,50.67815733333334,15-60 min,True,21,7,California,US
24907,Granite Fire,2024-07-06 23:32:31.137971+00:00,37.71319876280568,-120.32547158505764,normal,24907.0,2024-07-07 00:47:45.919009+00:00,75.24635063333334,1-3 hours,True,23,7,California,US
24982,Vista Fire,2024-07-07 17:09:16.378721+00:00,34.29275055741998,-117.60684050881272,normal,24982.0,2024-07-07 22:26:28.170755+00:00,317.19653389999996,3+ hours,True,17,7,California,US
25033,North Fire,2024-07-07 22:49:34.846326+00:00,41.245366,-120.504312,normal,25033.0,2024-07-08 02:03:06.651646+00:00,193.53008866666667,3+ hours,True,22,7,California,US
25039,Salt Creek Fire,2024-07-07 23:17:38.183405+00:00,42.47755,-122.603,normal,25039.0,2024-07-08 00:23:50.369394+00:00,66.20309981666666,1-3 hours,True,23,7,Oregon,US
25053,Royal Fire,2024-07-08 00:28:25.181013+00:00,39.23930524873697,-120.41690352913164,normal,25053.0,2024-07-08 02:40:51.258386+00:00,132.43462288333333,1-3 hours,True,0,7,California,US
25120,Upper Pine Fire,2024-07-08 20:18:46.292277+00:00,43.807167,-118.745667,normal,25120.0,2024-07-11 02:14:44.724635+00:00,3235.973872633333,3+ hours,True,20,7,Oregon,US
25128,Pius Fire,2024-07-08 20:45:31.799613+00:00,34.505267,-111.017133,normal,25128.0,2024-07-09 01:04:07.172682+00:00,258.58955115,3+ hours,False,20,7,Arizona,US
25138,Mina Fire,2024-07-08 21:13:06.482987+00:00,39.96789288340682,-123.3883144639243,normal,25138.0,2024-07-08 21:57:57.443716+00:00,44.84934548333333,15-60 min,True,21,7,California,US
25171,Bogus Fire,2024-07-08 23:22:44.110845+00:00,41.884429,-122.392257,normal,25171.0,2024-07-08 23:39:38.013436+00:00,16.898376516666666,15-60 min,True,23,7,California,US
25217,Ray Fire,2024-07-09 17:35:23.922376+00:00,33.06926,-110.9223,normal,25217.0,2024-07-09 18:00:43.786570+00:00,25.3310699,15-60 min,False,17,7,Arizona,US
25238,Shake Fire,2024-07-09 19:59:03.330495+00:00,33.06428176991905,-110.91961274439257,normal,25238.0,2024-07-09 20:53:01.302507+00:00,53.9662002,15-60 min,False,19,7,Arizona,US
25244,Larch Creek Fire,2024-07-09 20:55:42.146469+00:00,45.364333,-121.244667,normal,25244.0,2024-07-10 01:03:47.345154+00:00,248.08664474999998,3+ hours,True,20,7,Oregon,US
25247,Horse Gulch Fire,2024-07-09 21:09:32.049105+00:00,46.6887,-111.696133,normal,25247.0,2024-07-10 22:37:36.354856+00:00,1528.0717625166667,3+ hours,False,21,7,Montana,US
25328,Huntington Mutual Aid Fire,2024-07-10 11:40:50.026078+00:00,44.351783,-117.257083,normal,25328.0,2024-07-11 03:35:32.185779+00:00,954.7026616833333,3+ hours,True,11,7,Idaho,US
25339,Falls Fire,2024-07-10 16:25:50.691588+00:00,43.84710491506124,-119.4153745835595,normal,25339.0,2024-07-14 01:51:34.597680+00:00,4885.7317682,3+ hours,True,16,7,Oregon,US
25383,Sturdevant Fire,2024-07-10 22:32:38.107248+00:00,44.61348479999998,-123.92363369999998,normal,25383.0,2024-07-10 22:50:36.694543+00:00,17.97645491666667,15-60 min,True,22,7,Oregon,US
25386,Juniper Fire,2024-07-10 22:49:16.466881+00:00,44.475424674322994,-121.19567902640792,normal,25386.0,2024-07-10 23:59:41.108763+00:00,70.41069803333333,1-3 hours,True,22,7,Oregon,US
25410,Hillside Fire,2024-07-11 00:38:02.471601+00:00,34.203144056183575,-112.84866654710044,normal,25410.0,2024-07-11 01:46:08.333887+00:00,68.09770476666667,1-3 hours,False,0,7,Arizona,US
25418,Point Fire,2024-07-11 01:00:07.559137+00:00,40.11447642081512,-123.7727009708216,normal,25418.0,2024-07-11 02:38:26.719315+00:00,98.3193363,1-3 hours,True,1,7,California,US
25431,Arboretum Fire,2024-07-11 03:15:07.560102+00:00,46.586217,-120.46525,normal,25431.0,2024-07-11 04:04:18.788678+00:00,49.187142933333334,15-60 min,True,3,7,Washington,US
25442,Watch Fire,2024-07-11 06:35:48.387188+00:00,33.35192,-110.449075,normal,25442.0,2024-07-11 18:45:56.485964+00:00,730.1349796,3+ hours,False,6,7,Arizona,US
25453,Cow Valley Fire,2024-07-11 14:40:48.767381+00:00,44.35675,-117.75875,normal,25453.0,2024-07-12 16:56:01.557116+00:00,1575.2131622499999,3+ hours,True,14,7,Oregon,US
25473,Bench Lake Fire,2024-07-11 18:35:48.473051+00:00,44.1152,-114.961383,normal,25473.0,2024-07-22 06:37:42.622017+00:00,15121.902482766665,3+ hours,False,18,7,Idaho,US
25482,Wine Country Fire,2024-07-11 20:09:10.404924+00:00,45.708341,-121.548935,normal,25482.0,2024-07-11 21:35:28.681142+00:00,86.30460363333333,1-3 hours,True,20,7,Oregon,US
25514,Railbridge Fire,2024-07-11 22:48:30.754593+00:00,39.40532191100061,-121.49332389030332,normal,25514.0,2024-07-11 23:22:42.824066+00:00,34.20115788333333,15-60 min,True,22,7,California,US
25532,Freeman Fire,2024-07-12 00:55:28.422282+00:00,32.79035137715675,-110.92615551110124,normal,25532.0,2024-07-12 15:22:45.195590+00:00,867.2795551333334,3+ hours,False,0,7,Arizona,US
25581,Deadman Fire,2024-07-12 14:10:43.523390+00:00,45.2202,-106.622683,normal,25581.0,2024-07-14 04:17:32.638674+00:00,2286.8185880666665,3+ hours,False,14,7,Montana,US
25592,Black Fire,2024-07-12 16:18:02.633818+00:00,33.606167,-111.138333,normal,25592.0,2024-07-14 16:07:00.742920+00:00,2868.9684850333333,3+ hours,False,16,7,Arizona,US
25618,Bluff Fire,2024-07-12 19:19:26.912729+00:00,33.950365,-116.880684,normal,25618.0,2024-07-12 20:33:51.540836+00:00,74.41046845000001,1-3 hours,True,19,7,California,US
25642,Pauba Fire,2024-07-12 20:55:08.989205+00:00,33.4837734305206,-117.02302219585106,normal,25642.0,2024-07-12 22:22:09.948067+00:00,87.01598103333335,1-3 hours,True,20,7,California,US
25648,McGhee Fire,2024-07-12 21:30:43.378211+00:00,45.26895,-106.534383,normal,25648.0,2024-07-14 04:20:29.216289+00:00,1849.7639679666668,3+ hours,False,21,7,Montana,US
25665,88 Fire,2024-07-12 22:21:19.828548+00:00,39.854803,-104.276797,normal,25665.0,2024-07-12 22:57:16.488340+00:00,35.94432986666666,15-60 min,False,22,7,Colorado,US
25674,South Fork - Rosebud Fire,2024-07-12 22:50:47.130237+00:00,45.201167,-106.381333,normal,25674.0,2024-07-14 04:21:37.823603+00:00,1770.8448894333335,3+ hours,False,22,7,Montana,US
25725,Graff Point Fire,2024-07-13 05:57:06.106298+00:00,37.5681,-113.1023,normal,25725.0,2024-07-13 17:09:34.093931+00:00,672.46646055,3+ hours,False,5,7,Utah,US
25742,Hurricane Fire,2024-07-13 14:59:31.587931+00:00,35.2010079879782,-119.69890409130832,normal,25742.0,2024-07-14 05:47:41.931006+00:00,888.1723845833333,3+ hours,True,14,7,California,US
25751,Quail Hollow Fire,2024-07-13 17:16:09.775794+00:00,39.65501835107352,-104.18715155172968,normal,25751.0,2024-07-13 17:34:17.691508+00:00,18.131928566666666,15-60 min,False,17,7,Colorado,US
25756,Trout Fire,2024-07-13 17:36:59.983344+00:00,35.98363009482493,-118.30379113538714,normal,25756.0,2024-07-16 04:23:19.800873+00:00,3526.33029215,3+ hours,True,17,7,California,US
25762,Kingsway Ln Fire,2024-07-13 18:08:58.533359+00:00,43.06347354465749,-123.62657439222532,normal,25762.0,2024-07-13 18:36:55.247753+00:00,27.9452399,15-60 min,True,18,7,Oregon,US
25763,White Fire,2024-07-13 18:15:05.557148+00:00,34.959745012585685,-118.53225152848096,normal,25763.0,2024-07-13 18:37:54.193623+00:00,22.810607916666665,15-60 min,True,18,7,California,US
25777,Four Mile Fire,2024-07-13 19:15:46.785309+00:00,45.24083,-106.82431,normal,25777.0,2024-07-16 15:52:22.424363+00:00,4116.593984233334,3+ hours,False,19,7,Montana,US
25804,Quail Run Fire,2024-07-13 21:13:23.270515+00:00,34.310848,-112.104529,normal,25804.0,2024-07-13 21:14:24.254314+00:00,1.01639665,0-15 min,False,21,7,Arizona,US
25809,Rancho Fire,2024-07-13 21:30:44.670928+00:00,35.10273216141137,-118.74528835071308,normal,25809.0,2024-07-13 22:32:21.733632+00:00,61.61771173333333,1-3 hours,True,21,7,California,US
25865,Lone Rock Fire,2024-07-14 00:04:51.869797+00:00,45.172083,-119.9615,normal,25865.0,2024-07-14 04:41:24.405999+00:00,276.5422700333333,3+ hours,True,0,7,Oregon,US
25867,North Twin Fire,2024-07-14 00:09:52.033641+00:00,43.731085,-121.768641,normal,25867.0,2024-07-14 00:31:32.672525+00:00,21.677314733333333,15-60 min,True,0,7,Oregon,US
25868,Rim Fire (3-6),2024-07-14 00:15:40.904702+00:00,40.90319914182695,-121.15918710107935,normal,25868.0,2024-07-14 03:06:11.064696+00:00,170.50266656666665,1-3 hours,True,0,7,California,US
25890,Quality Fire,2024-07-14 01:58:57.989887+00:00,36.574676,-118.057623,normal,25890.0,2024-07-14 02:08:57.174209+00:00,9.986405366666666,0-15 min,True,1,7,California,US
25974,Laura Fire,2024-07-14 20:58:22.620870+00:00,35.56662859976356,-118.40739605520407,normal,25974.0,2024-07-14 21:10:14.266414+00:00,11.860759066666667,0-15 min,True,20,7,California,US
25998,Miller Peak Fire,2024-07-14 23:17:19.050961+00:00,46.732667,-113.866333,normal,25998.0,2024-07-15 03:57:51.848021+00:00,280.5466176666667,3+ hours,False,23,7,Montana,US
26024,Loc Mp 83 Fire,2024-07-15 00:42:14.523629+00:00,45.60756646758776,-121.20062340923717,normal,26024.0,2024-07-15 00:45:05.826654+00:00,2.8550504166666664,0-15 min,True,0,7,Washington,US
26032,Connected Lakes Fire,2024-07-15 01:21:38.813774+00:00,39.073203,-108.601227,normal,26032.0,2024-07-15 02:43:27.631279+00:00,81.81362508333333,1-3 hours,False,1,7,Colorado,US
26053,Hackley Fire,2024-07-15 06:33:38.885946+00:00,45.3019704,-106.7305041,normal,26053.0,2024-07-15 06:34:21.541258+00:00,0.7109218666666667,0-15 min,False,6,7,Montana,US
26054,Prairie Fire,2024-07-15 06:33:48.180317+00:00,45.26843237700805,-106.67206569732105,normal,26054.0,2024-07-15 06:34:09.580148+00:00,0.35666385,0-15 min,False,6,7,Montana,US
26109,Paradise Fire,2024-07-15 21:38:27.437448+00:00,41.7879259,-122.5142589,normal,26109.0,2024-07-15 21:51:56.368239+00:00,13.48217985,0-15 min,True,21,7,California,US
26129,Bodenhamer Road Fire,2024-07-15 22:43:34.394336+00:00,44.08617658543656,-123.2161867850876,normal,26129.0,2024-07-16 00:48:16.264437+00:00,124.69783501666667,1-3 hours,True,22,7,Oregon,US
26131,Long Fire,2024-07-15 22:53:26.631323+00:00,35.82190106627698,-118.17951180994532,normal,26131.0,2024-07-19 00:33:31.918419+00:00,4420.088118266666,3+ hours,True,22,7,California,US
26144,Texas Fire,2024-07-15 23:31:05.674860+00:00,46.633697,-116.592735,normal,26144.0,2024-07-16 00:42:30.570970+00:00,71.41493516666667,1-3 hours,True,23,7,Idaho,US
26172,Hill Fire,2024-07-16 01:05:58.042480+00:00,40.769307811402825,-123.63247908178865,normal,26172.0,2024-07-16 23:13:16.381700+00:00,1327.3056536666666,3+ hours,True,1,7,California,US
26187,Cougar Creek Fire,2024-07-16 02:13:11.012603+00:00,46.038979,-117.317745,normal,26187.0,2024-07-16 23:17:08.527389+00:00,1263.9585797666666,3+ hours,True,2,7,Washington,US
26257,Sunbanks Lake Fire,2024-07-16 21:39:57.518402+00:00,47.926775556859525,-119.04860741252313,normal,26257.0,2024-07-16 22:45:31.247768+00:00,65.5621561,1-3 hours,True,21,7,Washington,US
26277,Grant Fire,2024-07-16 23:06:13.031061+00:00,42.378097,-122.939821,normal,26277.0,2024-07-16 23:24:46.202105+00:00,18.552850733333333,15-60 min,True,23,7,Oregon,US
26279,Spring Valley Fire,2024-07-16 23:09:11.803494+00:00,38.775825,-119.59572,normal,26279.0,2024-07-17 00:32:51.519344+00:00,83.66193083333333,1-3 hours,True,23,7,Nevada,US
26287,Donomore Fire,2024-07-16 23:56:46.752054+00:00,41.99904079100722,-122.91322794339791,normal,26287.0,2024-07-19 20:03:16.144258+00:00,4086.4898700666668,3+ hours,True,23,7,Oregon,US
26337,Iowa Fire,2024-07-17 03:51:55.180152+00:00,39.09053326407496,-120.9173789443124,normal,26337.0,2024-07-17 06:02:23.429516+00:00,130.47082273333334,1-3 hours,True,3,7,California,US
26342,Trail Fire (Diamond Complex),2024-07-17 04:12:48.000824+00:00,43.15618964178503,-122.12366202798688,normal,26342.0,2024-07-17 22:51:32.080994+00:00,1118.7346695,3+ hours,True,4,7,Oregon,US
